[main] ERROR nl.tudelft.ipv8.jvm.demo.Application - start
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 21% done with 18547 blocks to go, block date 2024-04-25T14:47:52Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 22% done with 18312 blocks to go, block date 2024-04-25T14:48:31Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 23% done with 18078 blocks to go, block date 2024-04-25T14:49:10Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 24% done with 17843 blocks to go, block date 2024-04-25T14:49:49Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 25% done with 17608 blocks to go, block date 2024-04-25T14:50:28Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 26% done with 17373 blocks to go, block date 2024-04-25T14:51:08Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 27% done with 17138 blocks to go, block date 2024-04-25T14:51:47Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 28% done with 16904 blocks to go, block date 2024-04-25T14:52:26Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 29% done with 16669 blocks to go, block date 2024-04-25T14:53:05Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 30% done with 16434 blocks to go, block date 2024-04-25T14:53:44Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 31% done with 16199 blocks to go, block date 2024-04-25T14:54:23Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 32% done with 15965 blocks to go, block date 2024-04-25T14:55:02Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 33% done with 15730 blocks to go, block date 2024-04-25T14:55:41Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 34% done with 15495 blocks to go, block date 2024-04-25T14:56:21Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 35% done with 15260 blocks to go, block date 2024-04-25T14:57:00Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 36% done with 15025 blocks to go, block date 2024-04-25T14:57:39Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 37% done with 14791 blocks to go, block date 2024-04-25T14:58:18Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 38% done with 14556 blocks to go, block date 2024-04-25T14:58:57Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 39% done with 14321 blocks to go, block date 2024-04-25T14:59:36Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 40% done with 14086 blocks to go, block date 2024-04-25T15:00:15Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 41% done with 13852 blocks to go, block date 2024-04-25T15:00:54Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 42% done with 13617 blocks to go, block date 2024-04-25T15:01:34Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 43% done with 13382 blocks to go, block date 2024-04-25T15:02:13Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 44% done with 13147 blocks to go, block date 2024-04-25T15:02:52Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 45% done with 12912 blocks to go, block date 2024-04-25T15:03:31Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 46% done with 12678 blocks to go, block date 2024-04-25T15:04:10Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 47% done with 12443 blocks to go, block date 2024-04-25T15:04:49Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 48% done with 12208 blocks to go, block date 2024-04-25T15:05:28Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 49% done with 11973 blocks to go, block date 2024-04-25T15:06:08Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 50% done with 11739 blocks to go, block date 2024-04-25T15:06:47Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 51% done with 11504 blocks to go, block date 2024-04-25T15:07:26Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 52% done with 11269 blocks to go, block date 2024-04-25T15:08:05Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 53% done with 11034 blocks to go, block date 2024-04-25T15:08:44Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 54% done with 10799 blocks to go, block date 2024-04-25T15:09:23Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 55% done with 10565 blocks to go, block date 2024-04-25T15:10:02Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 56% done with 10330 blocks to go, block date 2024-04-25T15:10:41Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 57% done with 10095 blocks to go, block date 2024-04-25T15:11:21Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 58% done with 9860 blocks to go, block date 2024-04-25T15:12:00Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 59% done with 9625 blocks to go, block date 2024-04-25T15:12:39Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 60% done with 9391 blocks to go, block date 2024-04-25T15:13:18Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 61% done with 9156 blocks to go, block date 2024-04-25T15:13:57Z
